Public health unit,Date,Outbreak,Close contact,No known epi-link,Travel,No information,Epi link - type unspecified
Niagara Region Public Health,"December 30, 2020",50,57,21,0,1,0
Niagara Region Public Health,"December 31, 2020",20,58,21,5,2,0
Niagara Region Public Health,"January 1, 2021",61,52,23,5,3,0
Niagara Region Public Health,"January 2, 2021",23,41,15,1,1,0
Niagara Region Public Health,"January 3, 2021",38,47,25,1,0,0
Niagara Region Public Health,"January 4, 2021",42,87,32,1,2,0
Niagara Region Public Health,"January 5, 2021",54,61,30,0,0,0
Niagara Region Public Health,"January 6, 2021",39,85,49,0,3,0
Niagara Region Public Health,"January 7, 2021",51,76,44,1,0,0
Niagara Region Public Health,"January 8, 2021",55,60,42,1,1,0
Niagara Region Public Health,"January 9, 2021",54,68,38,1,1,0
Niagara Region Public Health,"January 10, 2021",100,66,39,1,1,0
Niagara Region Public Health,"January 11, 2021",82,31,46,0,2,0
Niagara Region Public Health,"January 12, 2021",79,58,42,0,0,0
Niagara Region Public Health,"January 13, 2021",52,45,36,0,2,0
Niagara Region Public Health,"January 14, 2021",78,28,28,0,0,0
Niagara Region Public Health,"January 15, 2021",102,49,45,1,0,0
Niagara Region Public Health,"January 16, 2021",64,34,32,1,0,0
Niagara Region Public Health,"January 17, 2021",39,35,29,0,1,0
Niagara Region Public Health,"January 18, 2021",20,46,28,1,1,0
Niagara Region Public Health,"January 19, 2021",39,40,17,0,0,0
Niagara Region Public Health,"January 20, 2021",42,46,26,0,1,0
Niagara Region Public Health,"January 21, 2021",46,31,24,3,0,0
Niagara Region Public Health,"January 22, 2021",44,49,17,0,0,0
Niagara Region Public Health,"January 23, 2021",42,23,7,3,0,0
Niagara Region Public Health,"January 24, 2021",24,43,25,3,3,0
Niagara Region Public Health,"January 25, 2021",17,32,17,1,0,0
Niagara Region Public Health,"January 26, 2021",26,51,20,2,0,0
Niagara Region Public Health,"January 27, 2021",52,46,19,0,0,0
Niagara Region Public Health,"January 28, 2021",25,35,13,1,0,0
Niagara Region Public Health,"January 29, 2021",47,20,7,1,0,0
Niagara Region Public Health,"January 30, 2021",26,41,19,1,0,0
Niagara Region Public Health,"January 31, 2021",11,23,10,1,0,0
Niagara Region Public Health,"February 1, 2021",25,11,4,0,0,0
Niagara Region Public Health,"February 2, 2021",11,27,5,0,0,0
Niagara Region Public Health,"February 3, 2021",22,19,6,0,0,0
Niagara Region Public Health,"February 4, 2021",11,33,5,3,0,0
Niagara Region Public Health,"February 5, 2021",21,14,10,0,0,0
Niagara Region Public Health,"February 6, 2021",5,15,7,1,0,0
Niagara Region Public Health,"February 7, 2021",2,19,2,1,0,0
Niagara Region Public Health,"February 8, 2021",2,9,6,1,0,0
Niagara Region Public Health,"February 9, 2021",3,7,5,0,0,0
Niagara Region Public Health,"February 10, 2021",6,17,6,1,0,0
Niagara Region Public Health,"February 11, 2021",7,17,9,1,0,0
Niagara Region Public Health,"February 12, 2021",5,8,7,3,0,0
Niagara Region Public Health,"February 13, 2021",8,11,7,0,0,0
Niagara Region Public Health,"February 14, 2021",2,10,6,1,0,0
Niagara Region Public Health,"February 15, 2021",4,8,1,0,0,0
Niagara Region Public Health,"February 16, 2021",1,7,6,0,0,0
Niagara Region Public Health,"February 17, 2021",2,2,3,1,0,0
Niagara Region Public Health,"February 18, 2021",4,16,4,0,0,0
Niagara Region Public Health,"February 19, 2021",3,12,3,0,0,0
Niagara Region Public Health,"February 20, 2021",7,4,4,2,0,0
Niagara Region Public Health,"February 21, 2021",0,10,2,1,0,0
Niagara Region Public Health,"February 22, 2021",2,11,2,0,1,0
Niagara Region Public Health,"February 23, 2021",3,10,3,0,0,0
Niagara Region Public Health,"February 24, 2021",1,4,9,1,0,0
Niagara Region Public Health,"February 25, 2021",0,13,5,0,0,0
Niagara Region Public Health,"February 26, 2021",5,8,1,1,1,0
Niagara Region Public Health,"February 27, 2021",3,15,3,1,0,0
Niagara Region Public Health,"February 28, 2021",6,3,4,3,0,0
Niagara Region Public Health,"March 1, 2021",4,8,4,1,1,0
Niagara Region Public Health,"March 2, 2021",9,8,2,1,1,0
Niagara Region Public Health,"March 3, 2021",4,17,9,0,1,0
Niagara Region Public Health,"March 4, 2021",8,8,1,0,1,0
Niagara Region Public Health,"March 5, 2021",5,17,8,0,0,0
Niagara Region Public Health,"March 6, 2021",7,15,3,0,1,0
Niagara Region Public Health,"March 7, 2021",2,13,3,0,0,0
Niagara Region Public Health,"March 8, 2021",3,9,7,1,0,0
Niagara Region Public Health,"March 9, 2021",8,13,3,3,0,0
Niagara Region Public Health,"March 10, 2021",9,15,6,2,0,0
Niagara Region Public Health,"March 11, 2021",8,13,5,0,0,0
Niagara Region Public Health,"March 12, 2021",6,14,6,1,1,0
Niagara Region Public Health,"March 13, 2021",3,21,7,0,2,0
Niagara Region Public Health,"March 14, 2021",4,15,6,0,0,0
Niagara Region Public Health,"March 15, 2021",5,32,10,1,2,0
Niagara Region Public Health,"March 16, 2021",7,28,4,1,1,0
Niagara Region Public Health,"March 17, 2021",3,16,8,0,0,0
Niagara Region Public Health,"March 18, 2021",0,20,5,4,2,0
Niagara Region Public Health,"March 19, 2021",1,36,6,0,1,0
Niagara Region Public Health,"March 20, 2021",11,20,4,0,2,0
Niagara Region Public Health,"March 21, 2021",3,18,3,1,0,0
Niagara Region Public Health,"March 22, 2021",4,26,3,1,3,0
Niagara Region Public Health,"March 23, 2021",14,18,16,1,1,0
Niagara Region Public Health,"March 24, 2021",5,14,6,2,1,0
Niagara Region Public Health,"March 25, 2021",6,29,16,1,2,0
Niagara Region Public Health,"March 26, 2021",10,43,18,0,5,0
Niagara Region Public Health,"March 27, 2021",4,28,16,1,6,0
Niagara Region Public Health,"March 28, 2021",4,20,14,2,2,0
Niagara Region Public Health,"March 29, 2021",7,32,11,0,1,0
Niagara Region Public Health,"March 30, 2021",5,39,17,1,3,0
Niagara Region Public Health,"March 31, 2021",6,49,30,0,10,0
Niagara Region Public Health,"April 1, 2021",4,49,28,2,14,0
Niagara Region Public Health,"April 2, 2021",8,41,16,0,23,0
Niagara Region Public Health,"April 3, 2021",11,49,38,2,12,0
Niagara Region Public Health,"April 4, 2021",12,49,22,1,9,0
Niagara Region Public Health,"April 5, 2021",4,41,14,0,9,0
Niagara Region Public Health,"April 6, 2021",10,54,46,1,16,0
Niagara Region Public Health,"April 7, 2021",10,61,41,0,12,0
Niagara Region Public Health,"April 8, 2021",8,32,27,1,12,0
Niagara Region Public Health,"April 9, 2021",10,67,52,0,14,0
Niagara Region Public Health,"April 10, 2021",8,46,38,1,9,0
Niagara Region Public Health,"April 11, 2021",11,46,36,1,20,0
Niagara Region Public Health,"April 12, 2021",23,77,44,3,48,0
Niagara Region Public Health,"April 13, 2021",17,43,40,0,52,0
Niagara Region Public Health,"April 14, 2021",35,103,59,1,54,0
Niagara Region Public Health,"April 15, 2021",10,60,40,0,38,0
Niagara Region Public Health,"April 16, 2021",10,71,56,0,27,0
Niagara Region Public Health,"April 17, 2021",8,64,49,3,24,0
Niagara Region Public Health,"April 18, 2021",9,60,45,5,29,0
Niagara Region Public Health,"April 19, 2021",9,96,45,0,18,0
Niagara Region Public Health,"April 20, 2021",11,85,62,0,24,0
Niagara Region Public Health,"April 21, 2021",10,111,51,0,29,0
Niagara Region Public Health,"April 22, 2021",12,103,78,1,27,0
Niagara Region Public Health,"April 23, 2021",13,99,44,0,15,0
Niagara Region Public Health,"April 24, 2021",5,44,33,6,10,0
Niagara Region Public Health,"April 25, 2021",8,65,71,10,13,0
Niagara Region Public Health,"April 26, 2021",4,49,53,1,6,0
Niagara Region Public Health,"April 27, 2021",4,62,39,2,5,0
Niagara Region Public Health,"April 28, 2021",16,80,34,1,12,0
Niagara Region Public Health,"April 29, 2021",19,63,45,3,10,0
Niagara Region Public Health,"April 30, 2021",2,7,9,0,4,0
Niagara Region Public Health,"May 1, 2021",18,78,58,0,16,0
Niagara Region Public Health,"May 2, 2021",6,41,34,0,8,0
Niagara Region Public Health,"May 3, 2021",6,59,27,1,6,0
Niagara Region Public Health,"May 4, 2021",11,50,25,0,7,0
Niagara Region Public Health,"May 5, 2021",12,63,29,2,8,0
Niagara Region Public Health,"May 6, 2021",9,51,26,1,9,0
Niagara Region Public Health,"May 7, 2021",4,56,31,2,11,0
Niagara Region Public Health,"May 8, 2021",3,65,15,5,7,0
Niagara Region Public Health,"May 9, 2021",1,49,16,0,4,0
Niagara Region Public Health,"May 10, 2021",4,27,20,2,4,0
Niagara Region Public Health,"May 11, 2021",6,44,16,2,7,0
Niagara Region Public Health,"May 12, 2021",4,49,22,0,7,0
Niagara Region Public Health,"May 13, 2021",5,27,15,0,7,0
Niagara Region Public Health,"May 14, 2021",7,45,19,0,1,0
Niagara Region Public Health,"May 15, 2021",6,45,17,1,4,0
Niagara Region Public Health,"May 16, 2021",2,29,4,0,2,0
Niagara Region Public Health,"May 17, 2021",4,33,10,0,3,0
Niagara Region Public Health,"May 18, 2021",7,30,14,0,4,0
Niagara Region Public Health,"May 19, 2021",6,23,11,1,2,0
Niagara Region Public Health,"May 20, 2021",4,24,10,0,4,0
Niagara Region Public Health,"May 21, 2021",3,25,12,0,6,0
Niagara Region Public Health,"May 22, 2021",5,22,7,0,1,0
Niagara Region Public Health,"May 23, 2021",2,22,7,1,0,0
Niagara Region Public Health,"May 24, 2021",0,16,7,0,4,0
Niagara Region Public Health,"May 25, 2021",3,24,12,1,2,0
Niagara Region Public Health,"May 26, 2021",3,27,9,0,1,0
Niagara Region Public Health,"May 27, 2021",1,15,10,0,4,0
Niagara Region Public Health,"May 28, 2021",1,13,7,0,0,0
Niagara Region Public Health,"May 29, 2021",2,23,11,0,1,0
Niagara Region Public Health,"May 30, 2021",2,11,2,0,0,0
Niagara Region Public Health,"May 31, 2021",0,9,4,0,1,0
Niagara Region Public Health,"June 1, 2021",3,26,6,0,0,0
Niagara Region Public Health,"June 2, 2021",3,18,8,0,1,0
Niagara Region Public Health,"June 3, 2021",5,8,3,0,1,0
Niagara Region Public Health,"June 4, 2021",0,24,11,0,5,0
Niagara Region Public Health,"June 5, 2021",5,10,6,0,1,0
Niagara Region Public Health,"June 6, 2021",4,7,6,0,0,0
Niagara Region Public Health,"June 7, 2021",2,15,8,1,1,0
Niagara Region Public Health,"June 8, 2021",2,10,4,0,0,0
Niagara Region Public Health,"June 9, 2021",4,12,2,0,0,0
Niagara Region Public Health,"June 10, 2021",7,13,1,0,1,0
Niagara Region Public Health,"June 11, 2021",3,14,2,0,3,0
Niagara Region Public Health,"June 12, 2021",6,4,9,0,0,0
Niagara Region Public Health,"June 13, 2021",3,1,3,0,0,0
Niagara Region Public Health,"June 14, 2021",1,6,3,0,1,0
Niagara Region Public Health,"June 15, 2021",2,6,3,1,0,0
Niagara Region Public Health,"June 16, 2021",1,9,2,0,2,0
Niagara Region Public Health,"June 17, 2021",1,5,3,1,1,0
Niagara Region Public Health,"June 18, 2021",0,6,1,0,0,0
Niagara Region Public Health,"June 19, 2021",1,10,3,1,0,0
Niagara Region Public Health,"June 20, 2021",0,6,2,0,0,0
Niagara Region Public Health,"June 21, 2021",1,2,1,0,1,0
Niagara Region Public Health,"June 22, 2021",0,12,0,0,0,0
Niagara Region Public Health,"June 23, 2021",2,2,2,0,1,0
Niagara Region Public Health,"June 24, 2021",3,8,2,0,1,0
Niagara Region Public Health,"June 25, 2021",1,7,1,0,1,0
Niagara Region Public Health,"June 26, 2021",4,5,1,0,0,0
Niagara Region Public Health,"June 27, 2021",1,4,1,0,3,0
Niagara Region Public Health,"June 28, 2021",0,5,0,1,0,0
Niagara Region Public Health,"June 29, 2021",0,1,2,0,0,0
Niagara Region Public Health,"June 30, 2021",1,4,3,1,0,0
Niagara Region Public Health,"July 1, 2021",1,6,1,1,0,0
Niagara Region Public Health,"July 2, 2021",1,10,2,0,0,0
Niagara Region Public Health,"July 3, 2021",0,7,1,0,0,0
Niagara Region Public Health,"July 4, 2021",1,6,2,0,0,0
Niagara Region Public Health,"July 5, 2021",0,1,0,1,0,0
Niagara Region Public Health,"July 6, 2021",0,0,3,1,0,0
Niagara Region Public Health,"July 7, 2021",0,3,0,0,0,0
Niagara Region Public Health,"July 8, 2021",0,2,2,0,0,0
Niagara Region Public Health,"July 9, 2021",1,5,0,0,0,0
Niagara Region Public Health,"July 10, 2021",0,1,2,0,0,0
Niagara Region Public Health,"July 11, 2021",0,6,0,0,0,0
Niagara Region Public Health,"July 12, 2021",0,4,0,0,0,0
Niagara Region Public Health,"July 13, 2021",1,0,0,0,0,0
Niagara Region Public Health,"July 14, 2021",1,2,0,0,1,0
Niagara Region Public Health,"July 15, 2021",3,1,1,0,0,0
Niagara Region Public Health,"July 16, 2021",0,1,0,0,0,0
Niagara Region Public Health,"July 17, 2021",0,2,1,1,0,0
Niagara Region Public Health,"July 18, 2021",1,1,1,0,0,0
Niagara Region Public Health,"July 19, 2021",0,0,0,2,0,0
Niagara Region Public Health,"July 20, 2021",0,1,2,0,0,0
Niagara Region Public Health,"July 21, 2021",0,3,0,1,2,0
Niagara Region Public Health,"July 22, 2021",0,0,1,0,0,0
Niagara Region Public Health,"July 23, 2021",1,1,0,0,1,0
Niagara Region Public Health,"July 24, 2021",0,5,0,0,0,0
Niagara Region Public Health,"July 25, 2021",0,1,0,0,0,0
Niagara Region Public Health,"July 26, 2021",2,2,0,1,0,0
Niagara Region Public Health,"July 27, 2021",0,0,0,0,0,0
Niagara Region Public Health,"July 28, 2021",0,1,0,0,1,0
Niagara Region Public Health,"July 29, 2021",0,2,1,1,0,0
Niagara Region Public Health,"July 30, 2021",0,2,1,1,0,0
Niagara Region Public Health,"July 31, 2021",0,2,0,1,0,0
Niagara Region Public Health,"August 1, 2021",0,1,0,1,1,0
Niagara Region Public Health,"August 2, 2021",0,0,0,0,0,0
Niagara Region Public Health,"August 3, 2021",0,0,1,0,0,0
Niagara Region Public Health,"August 4, 2021",0,4,0,0,0,0
Niagara Region Public Health,"August 5, 2021",1,2,3,3,2,0
Niagara Region Public Health,"August 6, 2021",0,2,0,1,0,0
Niagara Region Public Health,"August 7, 2021",1,0,0,0,0,0
Niagara Region Public Health,"August 8, 2021",0,0,1,1,1,0
Niagara Region Public Health,"August 9, 2021",0,3,2,1,0,0
Niagara Region Public Health,"August 10, 2021",1,0,2,0,0,0
Niagara Region Public Health,"August 11, 2021",3,9,2,1,2,0
Niagara Region Public Health,"August 12, 2021",1,5,3,2,3,0
Niagara Region Public Health,"August 13, 2021",2,6,2,3,2,0
Niagara Region Public Health,"August 14, 2021",2,7,4,3,3,0
Niagara Region Public Health,"August 15, 2021",0,7,0,1,0,0
Niagara Region Public Health,"August 16, 2021",5,5,4,2,0,0
Niagara Region Public Health,"August 17, 2021",1,3,1,1,4,0
Niagara Region Public Health,"August 18, 2021",1,2,4,0,1,0
Niagara Region Public Health,"August 19, 2021",4,4,7,1,1,0
Niagara Region Public Health,"August 20, 2021",1,12,6,3,3,0
Niagara Region Public Health,"August 21, 2021",1,8,0,1,3,0
Niagara Region Public Health,"August 22, 2021",0,10,1,0,2,0
Niagara Region Public Health,"August 23, 2021",0,3,0,1,1,0
Niagara Region Public Health,"August 24, 2021",3,6,6,1,0,0
Niagara Region Public Health,"August 25, 2021",1,7,3,2,3,0
Niagara Region Public Health,"August 26, 2021",4,12,5,4,0,0
Niagara Region Public Health,"August 27, 2021",3,7,2,1,4,0
Niagara Region Public Health,"August 28, 2021",7,12,5,0,1,0
Niagara Region Public Health,"August 29, 2021",2,14,7,0,1,0
Niagara Region Public Health,"August 30, 2021",4,11,1,3,5,0
Niagara Region Public Health,"August 31, 2021",2,9,7,1,1,0
Niagara Region Public Health,"September 1, 2021",8,9,6,0,7,0
Niagara Region Public Health,"September 2, 2021",13,16,7,1,4,0
Niagara Region Public Health,"September 3, 2021",3,13,6,3,1,0
Niagara Region Public Health,"September 4, 2021",11,36,2,1,0,0
Niagara Region Public Health,"September 5, 2021",3,14,13,0,2,0
Niagara Region Public Health,"September 6, 2021",5,6,2,0,2,0
Niagara Region Public Health,"September 7, 2021",1,20,9,5,0,0
Niagara Region Public Health,"September 8, 2021",7,8,4,1,3,0
Niagara Region Public Health,"September 9, 2021",7,23,7,1,3,0
Niagara Region Public Health,"September 10, 2021",12,19,5,0,2,0
Niagara Region Public Health,"September 11, 2021",8,16,10,2,2,0
Niagara Region Public Health,"September 12, 2021",2,15,5,2,1,0
Niagara Region Public Health,"September 13, 2021",6,17,7,2,3,0
Niagara Region Public Health,"September 14, 2021",3,9,8,1,3,0
Niagara Region Public Health,"September 15, 2021",3,5,3,1,3,0
Niagara Region Public Health,"September 16, 2021",5,9,10,0,0,0
Niagara Region Public Health,"September 17, 2021",5,14,6,0,1,0
Niagara Region Public Health,"September 18, 2021",3,15,17,1,2,0
Niagara Region Public Health,"September 19, 2021",2,16,4,2,0,0
Niagara Region Public Health,"September 20, 2021",5,12,11,0,2,0
Niagara Region Public Health,"September 21, 2021",4,12,2,1,3,0
Niagara Region Public Health,"September 22, 2021",2,14,7,0,7,0
Niagara Region Public Health,"September 23, 2021",3,14,5,0,2,0
Niagara Region Public Health,"September 24, 2021",2,15,5,0,1,0
Niagara Region Public Health,"September 25, 2021",2,14,2,0,2,0
Niagara Region Public Health,"September 26, 2021",2,11,4,0,2,0
Niagara Region Public Health,"September 27, 2021",1,20,6,4,4,0
Niagara Region Public Health,"September 28, 2021",6,14,8,1,3,0
Niagara Region Public Health,"September 29, 2021",8,26,10,0,2,0
Niagara Region Public Health,"September 30, 2021",10,14,5,0,0,0
Niagara Region Public Health,"October 1, 2021",5,9,7,0,1,0
Niagara Region Public Health,"October 2, 2021",2,20,1,2,2,0
Niagara Region Public Health,"October 3, 2021",3,16,4,0,2,0
Niagara Region Public Health,"October 4, 2021",4,9,3,1,1,0
Niagara Region Public Health,"October 5, 2021",5,14,8,2,2,0
Niagara Region Public Health,"October 6, 2021",1,13,9,4,4,0
Niagara Region Public Health,"October 7, 2021",3,12,4,1,3,0
Niagara Region Public Health,"October 8, 2021",1,11,4,1,1,0
Niagara Region Public Health,"October 9, 2021",1,8,3,1,1,0
Niagara Region Public Health,"October 10, 2021",0,15,5,0,0,0
Niagara Region Public Health,"October 11, 2021",5,7,1,0,1,0
Niagara Region Public Health,"October 12, 2021",1,4,3,2,3,0
Niagara Region Public Health,"October 13, 2021",2,6,2,1,0,0
Niagara Region Public Health,"October 14, 2021",1,11,6,1,0,0
Niagara Region Public Health,"October 15, 2021",4,4,0,2,0,0
Niagara Region Public Health,"October 16, 2021",2,5,2,0,2,0
Niagara Region Public Health,"October 17, 2021",0,5,2,0,2,0
Niagara Region Public Health,"October 18, 2021",2,5,0,2,2,0
Niagara Region Public Health,"October 19, 2021",2,6,2,0,1,0
Niagara Region Public Health,"October 20, 2021",8,12,1,0,2,0
Niagara Region Public Health,"October 21, 2021",9,8,7,0,0,0
Niagara Region Public Health,"October 22, 2021",3,16,4,1,3,0
Niagara Region Public Health,"October 23, 2021",2,5,5,0,0,0
Niagara Region Public Health,"October 24, 2021",4,8,3,0,0,0
Niagara Region Public Health,"October 25, 2021",5,10,0,0,2,0
Niagara Region Public Health,"October 26, 2021",1,8,3,1,3,0
Niagara Region Public Health,"October 27, 2021",3,9,2,0,0,0
Niagara Region Public Health,"October 28, 2021",6,8,7,1,1,0
Niagara Region Public Health,"October 29, 2021",7,12,1,1,1,0
Niagara Region Public Health,"October 30, 2021",5,7,1,2,0,0
Niagara Region Public Health,"October 31, 2021",2,12,2,0,0,0
Niagara Region Public Health,"November 1, 2021",4,20,2,0,1,0
Niagara Region Public Health,"November 2, 2021",10,14,3,2,1,0
Niagara Region Public Health,"November 3, 2021",9,13,4,0,1,0
Niagara Region Public Health,"November 4, 2021",6,12,8,0,0,0
Niagara Region Public Health,"November 5, 2021",9,19,5,1,1,0
Niagara Region Public Health,"November 6, 2021",4,27,4,0,2,0
Niagara Region Public Health,"November 7, 2021",6,10,2,0,3,0
Niagara Region Public Health,"November 8, 2021",3,8,5,0,1,0
Niagara Region Public Health,"November 9, 2021",6,17,4,2,1,0
Niagara Region Public Health,"November 10, 2021",5,10,4,0,1,0
Niagara Region Public Health,"November 11, 2021",6,19,12,1,2,0
Niagara Region Public Health,"November 12, 2021",23,13,8,0,4,0
Niagara Region Public Health,"November 13, 2021",8,16,5,0,0,0
Niagara Region Public Health,"November 14, 2021",3,9,2,1,1,0
Niagara Region Public Health,"November 15, 2021",1,12,4,0,1,0
Niagara Region Public Health,"November 16, 2021",3,10,6,1,2,0
Niagara Region Public Health,"November 17, 2021",4,9,11,0,2,0
Niagara Region Public Health,"November 18, 2021",4,15,6,4,0,0
Niagara Region Public Health,"November 19, 2021",0,12,5,0,0,0
Niagara Region Public Health,"November 20, 2021",7,19,0,0,0,0
Niagara Region Public Health,"November 21, 2021",2,5,2,1,0,0
Niagara Region Public Health,"November 22, 2021",1,5,1,1,0,0
Niagara Region Public Health,"November 23, 2021",5,11,3,1,2,0
Niagara Region Public Health,"November 24, 2021",2,9,4,2,4,0
Niagara Region Public Health,"November 25, 2021",2,11,2,3,4,0
Niagara Region Public Health,"November 26, 2021",3,6,6,0,0,0
Niagara Region Public Health,"November 27, 2021",2,14,7,0,0,0
Niagara Region Public Health,"November 28, 2021",0,12,5,1,1,0
Niagara Region Public Health,"November 29, 2021",1,9,4,2,0,0
Niagara Region Public Health,"November 30, 2021",4,14,3,1,2,0
Niagara Region Public Health,"December 1, 2021",9,14,3,2,2,0
Niagara Region Public Health,"December 2, 2021",5,21,9,0,3,0
Niagara Region Public Health,"December 3, 2021",7,19,4,2,3,0
Niagara Region Public Health,"December 4, 2021",5,21,4,0,5,0
Niagara Region Public Health,"December 5, 2021",5,10,9,1,1,0
Niagara Region Public Health,"December 6, 2021",9,13,2,1,3,0
Niagara Region Public Health,"December 7, 2021",22,12,7,2,1,0
Niagara Region Public Health,"December 8, 2021",9,18,8,1,4,0
Niagara Region Public Health,"December 9, 2021",4,20,8,2,5,0
Niagara Region Public Health,"December 10, 2021",23,28,10,1,10,0
Niagara Region Public Health,"December 11, 2021",7,16,10,4,2,0
Niagara Region Public Health,"December 12, 2021",8,23,8,1,5,0
Niagara Region Public Health,"December 13, 2021",11,8,1,5,8,0
Niagara Region Public Health,"December 14, 2021",22,27,12,2,25,0
Niagara Region Public Health,"December 15, 2021",11,17,5,3,41,0
Niagara Region Public Health,"December 16, 2021",10,19,6,0,48,0
Niagara Region Public Health,"December 17, 2021",13,15,11,1,53,0
Niagara Region Public Health,"December 18, 2021",12,7,6,0,55,0
Niagara Region Public Health,"December 19, 2021",4,5,2,0,44,0
Niagara Region Public Health,"December 20, 2021",6,9,3,1,71,0
Niagara Region Public Health,"December 21, 2021",8,8,6,1,136,0
Niagara Region Public Health,"December 22, 2021",6,5,1,0,154,0
Niagara Region Public Health,"December 23, 2021",10,3,6,1,298,0
Niagara Region Public Health,"December 24, 2021",7,2,3,0,197,0
Niagara Region Public Health,"December 25, 2021",17,2,2,0,289,0
Niagara Region Public Health,"December 26, 2021",13,5,4,0,203,0
Niagara Region Public Health,"December 27, 2021",13,2,3,0,239,0
Niagara Region Public Health,"December 28, 2021",15,4,1,0,281,0
Niagara Region Public Health,"December 29, 2021",20,3,2,0,372,0
Niagara Region Public Health,"December 30, 2021",18,2,2,0,269,0
Niagara Region Public Health,"December 31, 2021",18,2,0,0,424,0
Niagara Region Public Health,"January 1, 2022",19,1,1,0,354,0
Niagara Region Public Health,"January 2, 2022",7,2,1,0,435,0
Niagara Region Public Health,"January 3, 2022",6,3,3,0,370,0
Niagara Region Public Health,"January 4, 2022",31,6,4,0,369,0
Niagara Region Public Health,"January 5, 2022",26,1,3,0,310,0
Niagara Region Public Health,"January 6, 2022",37,4,3,1,386,0
Niagara Region Public Health,"January 7, 2022",43,5,2,0,407,0
Niagara Region Public Health,"January 8, 2022",33,10,2,2,311,0
Niagara Region Public Health,"January 9, 2022",18,0,0,0,327,0
Niagara Region Public Health,"January 10, 2022",22,2,1,0,308,0
Niagara Region Public Health,"January 11, 2022",30,2,2,1,208,0
Niagara Region Public Health,"January 12, 2022",49,1,2,0,373,0
Niagara Region Public Health,"January 13, 2022",36,1,0,0,343,0
Niagara Region Public Health,"January 14, 2022",39,3,4,0,342,0
Niagara Region Public Health,"January 15, 2022",23,1,1,0,311,0
Niagara Region Public Health,"January 16, 2022",29,3,2,0,176,0
Niagara Region Public Health,"January 17, 2022",13,0,1,0,122,0
Niagara Region Public Health,"January 18, 2022",20,2,1,0,239,0
Niagara Region Public Health,"January 19, 2022",22,0,1,0,215,0
Niagara Region Public Health,"January 20, 2022",18,1,1,0,235,0
Niagara Region Public Health,"January 21, 2022",10,0,0,0,162,0
Niagara Region Public Health,"January 22, 2022",7,0,0,0,135,0
Niagara Region Public Health,"January 23, 2022",1,0,0,0,73,0
North Bay Parry Sound District Health Unit,"January 15, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 16, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 17, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 18, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 19, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 20, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 21, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 22, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 23, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 24, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 25, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 26, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 27, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 28, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 29, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 30, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"January 31, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 1, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 2, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 3, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 4, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 5, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 6, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 7, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 8, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 9, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 10, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 11, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 12, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 13, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 14, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 15, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 16, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 17, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 18, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 19, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 20, 2020",0,0,0,0,0,0
North Bay Parry Sound District Health Unit,"February 21, 2020",0,0,0,0,0,0
